timestamp	heart_rate
2024-10-12 11:40:34	163
2024-10-12 11:40:35	163
2024-10-12 11:40:36	164
2024-10-12 11:40:37	164
2024-10-12 11:40:38	164
2024-10-12 11:40:39	165
2024-10-12 11:40:40	165
2024-10-12 11:40:41	165
2024-10-12 11:40:42	164
2024-10-12 11:40:43	163
2024-10-12 11:40:44	163
2024-10-12 11:40:45	164
2024-10-12 11:40:46	164
2024-10-12 11:40:47	164
2024-10-12 11:40:48	163
2024-10-12 11:40:49	163
2024-10-12 11:40:50	163
2024-10-12 11:40:51	163
2024-10-12 11:40:52	163
2024-10-12 11:40:53	162
2024-10-12 11:40:54	162
2024-10-12 11:40:55	162
2024-10-12 11:40:56	162
2024-10-12 11:40:57	162
2024-10-12 11:40:58	161
2024-10-12 11:40:59	161
2024-10-12 11:41:00	160
2024-10-12 11:41:01	160
2024-10-12 11:41:02	160
2024-10-12 11:41:03	160
2024-10-12 11:41:04	161
2024-10-12 11:41:05	161
2024-10-12 11:41:06	162
2024-10-12 11:41:07	162
2024-10-12 11:41:08	163
2024-10-12 11:41:09	163
2024-10-12 11:41:10	163
2024-10-12 11:41:11	162
2024-10-12 11:41:12	162
2024-10-12 11:41:13	162
2024-10-12 11:41:14	162
2024-10-12 11:41:15	162
2024-10-12 11:41:16	162
2024-10-12 11:41:17	163
2024-10-12 11:41:18	163
2024-10-12 11:41:19	163
2024-10-12 11:41:20	163
2024-10-12 11:41:21	163
2024-10-12 11:41:22	163
2024-10-12 11:41:23	163
2024-10-12 11:41:24	163
2024-10-12 11:41:25	163
2024-10-12 11:41:26	162
2024-10-12 11:41:27	162
2024-10-12 11:41:28	162
2024-10-12 11:41:29	162
2024-10-12 11:41:30	163
2024-10-12 11:41:31	163
2024-10-12 11:41:32	162
2024-10-12 11:41:33	162
2024-10-12 11:41:34	161
2024-10-12 11:41:35	161
2024-10-12 11:41:36	161
2024-10-12 11:41:37	161
2024-10-12 11:41:38	161
2024-10-12 11:41:39	162
2024-10-12 11:41:40	161
2024-10-12 11:41:41	161
2024-10-12 11:41:42	160
2024-10-12 11:41:43	160
2024-10-12 11:41:44	159
2024-10-12 11:41:45	159
2024-10-12 11:41:46	160
2024-10-12 11:41:47	160
2024-10-12 11:41:48	161
2024-10-12 11:41:49	161
2024-10-12 11:41:50	161
2024-10-12 11:41:51	162
2024-10-12 11:41:52	162
2024-10-12 11:41:53	162
2024-10-12 11:41:54	162
2024-10-12 11:41:55	161
2024-10-12 11:41:56	161
2024-10-12 11:41:57	161
2024-10-12 11:41:58	161
2024-10-12 11:41:59	161
2024-10-12 11:42:00	161
2024-10-12 11:42:01	161
2024-10-12 11:42:02	161
2024-10-12 11:42:03	161
2024-10-12 11:42:04	161
2024-10-12 11:42:05	161
2024-10-12 11:42:06	161
2024-10-12 11:42:07	161
2024-10-12 11:42:08	161
2024-10-12 11:42:09	161
2024-10-12 11:42:10	161
2024-10-12 11:42:11	160
2024-10-12 11:42:12	160
2024-10-12 11:42:13	160
2024-10-12 11:42:14	161
2024-10-12 11:42:15	161
2024-10-12 11:42:16	162
2024-10-12 11:42:17	163
2024-10-12 11:42:18	163
2024-10-12 11:42:19	164
2024-10-12 11:42:20	164
2024-10-12 11:42:21	164
2024-10-12 11:42:22	164
2024-10-12 11:42:23	164
2024-10-12 11:42:24	164
2024-10-12 11:42:25	164
2024-10-12 11:42:26	165
2024-10-12 11:42:27	164
2024-10-12 11:42:28	164
2024-10-12 11:42:29	164
2024-10-12 11:42:30	165
2024-10-12 11:42:31	165
2024-10-12 11:42:32	167
2024-10-12 11:42:33	167
2024-10-12 11:42:34	168
2024-10-12 11:42:35	168
2024-10-12 11:42:36	169
2024-10-12 11:42:37	168
2024-10-12 11:42:38	168
2024-10-12 11:42:39	167
2024-10-12 11:42:40	167
2024-10-12 11:42:41	167
2024-10-12 11:42:42	168
2024-10-12 11:42:43	168
2024-10-12 11:42:44	167
2024-10-12 11:42:45	167
2024-10-12 11:42:46	166
2024-10-12 11:42:47	165
2024-10-12 11:42:48	165
2024-10-12 11:42:49	164
2024-10-12 11:42:50	164
2024-10-12 11:42:51	164
2024-10-12 11:42:52	164
2024-10-12 11:42:53	164
2024-10-12 11:42:54	163
2024-10-12 11:42:55	163
2024-10-12 11:42:56	163
2024-10-12 11:42:57	163
2024-10-12 11:42:58	163
2024-10-12 11:42:59	163
2024-10-12 11:43:00	163
2024-10-12 11:43:01	163
2024-10-12 11:43:02	163
2024-10-12 11:43:03	164
2024-10-12 11:43:04	164
2024-10-12 11:43:05	164
2024-10-12 11:43:06	164
2024-10-12 11:43:07	164
2024-10-12 11:43:08	164
2024-10-12 11:43:09	165
2024-10-12 11:43:10	166
2024-10-12 11:43:11	167
2024-10-12 11:43:12	167
2024-10-12 11:43:13	168
2024-10-12 11:43:14	168
2024-10-12 11:43:15	169
2024-10-12 11:43:16	169
2024-10-12 11:43:17	169
2024-10-12 11:43:18	168
2024-10-12 11:43:19	168
2024-10-12 11:43:20	167
2024-10-12 11:43:21	166
2024-10-12 11:43:22	166
2024-10-12 11:43:23	166
2024-10-12 11:43:24	166
2024-10-12 11:43:25	166
2024-10-12 11:43:26	165
2024-10-12 11:43:27	163
2024-10-12 11:43:28	162
2024-10-12 11:43:29	160
2024-10-12 11:43:30	159
2024-10-12 11:43:31	159
2024-10-12 11:43:32	159
2024-10-12 11:43:33	159
2024-10-12 11:43:34	159
2024-10-12 11:43:35	158
2024-10-12 11:43:36	159
2024-10-12 11:43:37	159
2024-10-12 11:43:38	159
2024-10-12 11:43:39	159
2024-10-12 11:43:40	159
2024-10-12 11:43:41	161
2024-10-12 11:43:42	162
2024-10-12 11:43:43	163
2024-10-12 11:43:44	163
2024-10-12 11:43:45	163
2024-10-12 11:43:46	163
2024-10-12 11:43:47	163
2024-10-12 11:43:48	163
2024-10-12 11:43:49	163
2024-10-12 11:43:50	164
2024-10-12 11:43:51	164
2024-10-12 11:43:52	164
2024-10-12 11:43:53	165
2024-10-12 11:43:54	165
2024-10-12 11:43:55	165
2024-10-12 11:43:56	164
2024-10-12 11:43:57	164
2024-10-12 11:43:58	164
2024-10-12 11:43:59	164
2024-10-12 11:44:00	164
2024-10-12 11:44:01	163
2024-10-12 11:44:02	163
2024-10-12 11:44:03	163
2024-10-12 11:44:04	162
2024-10-12 11:44:05	162
2024-10-12 11:44:06	160
2024-10-12 11:44:07	159
2024-10-12 11:44:08	148
2024-10-12 11:44:09	146
2024-10-12 11:44:10	143
2024-10-12 11:44:11	141
2024-10-12 11:44:12	139
2024-10-12 11:44:13	138
2024-10-12 11:44:14	137
2024-10-12 11:44:15	137
2024-10-12 11:44:16	136
2024-10-12 11:44:17	135
2024-10-12 11:44:18	134
2024-10-12 11:44:19	132
2024-10-12 11:44:20	131
2024-10-12 11:44:21	130
2024-10-12 11:44:22	129
2024-10-12 11:44:23	129
2024-10-12 11:44:24	128
2024-10-12 11:44:25	129
2024-10-12 11:44:26	129
2024-10-12 11:44:27	129
2024-10-12 11:44:28	131
2024-10-12 11:44:29	131
2024-10-12 11:44:30	132
2024-10-12 11:44:31	131
2024-10-12 11:44:32	131
2024-10-12 11:44:33	130
2024-10-12 11:44:34	130
2024-10-12 11:44:35	130
2024-10-12 11:44:36	130
2024-10-12 11:44:37	130
2024-10-12 11:44:38	129
2024-10-12 11:44:39	129
2024-10-12 11:44:40	128
2024-10-12 11:44:41	129
2024-10-12 11:44:42	129
2024-10-12 11:44:43	128
2024-10-12 11:44:44	128
2024-10-12 11:44:45	128
2024-10-12 11:44:46	129
2024-10-12 11:44:47	130
2024-10-12 11:44:48	132
2024-10-12 11:44:49	132
2024-10-12 11:44:50	133
2024-10-12 11:44:51	133
2024-10-12 11:44:52	133
2024-10-12 11:44:53	135
2024-10-12 11:44:54	136
2024-10-12 11:44:55	139
2024-10-12 11:44:56	140
2024-10-12 11:44:57	140
2024-10-12 11:44:58	140
2024-10-12 11:44:59	140
2024-10-12 11:45:00	140
2024-10-12 11:45:01	140
2024-10-12 11:45:02	140
2024-10-12 11:45:03	140
2024-10-12 11:45:04	141
2024-10-12 11:45:05	142
2024-10-12 11:45:06	143
2024-10-12 11:45:07	143
2024-10-12 11:45:08	143
2024-10-12 11:45:09	143
2024-10-12 11:45:10	142
2024-10-12 11:45:11	143
2024-10-12 11:45:12	143
2024-10-12 11:45:13	143
2024-10-12 11:45:14	143
2024-10-12 11:45:15	147
2024-10-12 11:45:16	147
2024-10-12 11:45:17	147
2024-10-12 11:45:18	145
2024-10-12 11:45:19	145
2024-10-12 11:45:20	144
2024-10-12 11:45:21	145
2024-10-12 11:45:22	145
2024-10-12 11:45:23	145
2024-10-12 11:45:24	146
2024-10-12 11:45:25	146
2024-10-12 11:45:26	148
2024-10-12 11:45:27	148
2024-10-12 11:45:28	148
2024-10-12 11:45:29	148
2024-10-12 11:45:30	148
2024-10-12 11:45:31	149
2024-10-12 11:45:32	151
2024-10-12 11:45:33	152
2024-10-12 11:45:34	153
2024-10-12 11:45:35	154
2024-10-12 11:45:36	155
2024-10-12 11:45:37	154
2024-10-12 11:45:38	153
2024-10-12 11:45:39	154
2024-10-12 11:45:40	154
2024-10-12 11:45:41	154
2024-10-12 11:45:42	154
2024-10-12 11:45:43	154
2024-10-12 11:45:44	154
2024-10-12 11:45:45	153
2024-10-12 11:45:46	153
2024-10-12 11:45:47	153
2024-10-12 11:45:48	153
2024-10-12 11:45:49	153
2024-10-12 11:45:50	153
2024-10-12 11:45:51	153
2024-10-12 11:45:52	153
2024-10-12 11:45:53	153
2024-10-12 11:45:54	153
2024-10-12 11:45:55	153
2024-10-12 11:45:56	153
2024-10-12 11:45:57	153
2024-10-12 11:45:58	153
2024-10-12 11:45:59	153
2024-10-12 11:46:00	153
2024-10-12 11:46:01	152
2024-10-12 11:46:02	152
2024-10-12 11:46:03	152
2024-10-12 11:46:04	153
2024-10-12 11:46:05	153
2024-10-12 11:46:06	154
2024-10-12 11:46:07	154
2024-10-12 11:46:08	154
2024-10-12 11:46:09	154
2024-10-12 11:46:10	155
2024-10-12 11:46:11	155
2024-10-12 11:46:12	155
2024-10-12 11:46:13	157
2024-10-12 11:46:14	157
2024-10-12 11:46:15	157
2024-10-12 11:46:16	157
2024-10-12 11:46:17	157
2024-10-12 11:46:18	157
2024-10-12 11:46:19	157
2024-10-12 11:46:20	157
2024-10-12 11:46:21	157
2024-10-12 11:46:22	158
2024-10-12 11:46:23	159
2024-10-12 11:46:24	159
2024-10-12 11:46:25	160
2024-10-12 11:46:26	161
2024-10-12 11:46:27	161
2024-10-12 11:46:28	161
2024-10-12 11:46:29	161
2024-10-12 11:46:30	161
2024-10-12 11:46:31	162
2024-10-12 11:46:32	162
2024-10-12 11:46:33	162
2024-10-12 11:46:34	161
2024-10-12 11:46:35	161
2024-10-12 11:46:36	161
2024-10-12 11:46:37	160
2024-10-12 11:46:38	159
2024-10-12 11:46:39	158
2024-10-12 11:46:40	158
2024-10-12 11:46:41	158
2024-10-12 11:46:42	158
2024-10-12 11:46:43	158
2024-10-12 11:46:44	159
2024-10-12 11:46:45	158
2024-10-12 11:46:46	158
2024-10-12 11:46:47	157
2024-10-12 11:46:48	157
2024-10-12 11:46:49	157
2024-10-12 11:46:50	157
2024-10-12 11:46:51	157
2024-10-12 11:46:52	158
2024-10-12 11:46:53	158
2024-10-12 11:46:54	158
2024-10-12 11:46:55	157
2024-10-12 11:46:56	157
2024-10-12 11:46:57	156
2024-10-12 11:46:58	156
2024-10-12 11:46:59	157
2024-10-12 11:47:00	157
2024-10-12 11:47:01	158
2024-10-12 11:47:02	158
2024-10-12 11:47:03	158
2024-10-12 11:47:04	158
2024-10-12 11:47:05	157
2024-10-12 11:47:06	157
2024-10-12 11:47:07	157
2024-10-12 11:47:08	157
2024-10-12 11:47:09	157
2024-10-12 11:47:10	159
2024-10-12 11:47:11	160
2024-10-12 11:47:12	161
2024-10-12 11:47:13	161
2024-10-12 11:47:14	160
2024-10-12 11:47:15	159
2024-10-12 11:47:16	159
2024-10-12 11:47:17	159
2024-10-12 11:47:18	160
2024-10-12 11:47:19	161
2024-10-12 11:47:20	161
2024-10-12 11:47:21	160
2024-10-12 11:47:22	161
2024-10-12 11:47:23	161
2024-10-12 11:47:24	161
2024-10-12 11:47:25	161
2024-10-12 11:47:26	161
2024-10-12 11:47:27	161
2024-10-12 11:47:28	161
2024-10-12 11:47:29	160
2024-10-12 11:47:30	160
2024-10-12 11:47:31	160
2024-10-12 11:47:32	160
2024-10-12 11:47:33	160
2024-10-12 11:47:34	161
2024-10-12 11:47:35	161
2024-10-12 11:47:36	161
2024-10-12 11:47:37	160
2024-10-12 11:47:38	160
2024-10-12 11:47:39	160
2024-10-12 11:47:40	160
2024-10-12 11:47:41	161
2024-10-12 11:47:42	161
2024-10-12 11:47:43	161
2024-10-12 11:47:44	161
2024-10-12 11:47:45	161
2024-10-12 11:47:46	161
2024-10-12 11:47:47	161
2024-10-12 11:47:48	161
2024-10-12 11:47:49	161
2024-10-12 11:47:50	161
2024-10-12 11:47:51	161
2024-10-12 11:47:52	161
2024-10-12 11:47:53	161
2024-10-12 11:47:54	161
2024-10-12 11:47:55	162
2024-10-12 11:47:56	162
2024-10-12 11:47:57	163
2024-10-12 11:47:58	164
2024-10-12 11:47:59	164
2024-10-12 11:48:00	165
2024-10-12 11:48:01	165
2024-10-12 11:48:02	165
2024-10-12 11:48:03	165
2024-10-12 11:48:04	165
2024-10-12 11:48:05	165
2024-10-12 11:48:06	165
2024-10-12 11:48:07	165
2024-10-12 11:48:08	165
2024-10-12 11:48:09	165
2024-10-12 11:48:10	165
2024-10-12 11:48:11	166
2024-10-12 11:48:12	165
2024-10-12 11:48:13	165
2024-10-12 11:48:14	165
2024-10-12 11:48:15	165
2024-10-12 11:48:16	164
2024-10-12 11:48:17	165
2024-10-12 11:48:18	165
2024-10-12 11:48:19	165
2024-10-12 11:48:20	166
2024-10-12 11:48:21	166
2024-10-12 11:48:22	166
2024-10-12 11:48:23	166
2024-10-12 11:48:24	166
2024-10-12 11:48:25	165
2024-10-12 11:48:26	164
2024-10-12 11:48:27	164
2024-10-12 11:48:28	163
2024-10-12 11:48:29	162
2024-10-12 11:48:30	162
2024-10-12 11:48:31	163
2024-10-12 11:48:32	163
2024-10-12 11:48:33	163
2024-10-12 11:48:34	164
2024-10-12 11:48:35	164
2024-10-12 11:48:36	163
2024-10-12 11:48:37	163
2024-10-12 11:48:38	163
2024-10-12 11:48:39	163
2024-10-12 11:48:40	163
2024-10-12 11:48:41	163
2024-10-12 11:48:42	163
2024-10-12 11:48:43	162
2024-10-12 11:48:44	163
2024-10-12 11:48:45	163
2024-10-12 11:48:46	163
2024-10-12 11:48:47	163
2024-10-12 11:48:48	162
2024-10-12 11:48:49	162
2024-10-12 11:48:50	162
2024-10-12 11:48:51	162
2024-10-12 11:48:52	161
2024-10-12 11:48:53	161
2024-10-12 11:48:54	161
2024-10-12 11:48:55	162
2024-10-12 11:48:56	162
2024-10-12 11:48:57	162
2024-10-12 11:48:58	162
2024-10-12 11:48:59	162
2024-10-12 11:49:00	163
2024-10-12 11:49:01	163
2024-10-12 11:49:02	164
2024-10-12 11:49:03	165
2024-10-12 11:49:04	163
2024-10-12 11:49:05	164
2024-10-12 11:49:06	164
2024-10-12 11:49:07	163
2024-10-12 11:49:08	163
2024-10-12 11:49:09	162
2024-10-12 11:49:10	162
2024-10-12 11:49:11	162
2024-10-12 11:49:12	163
2024-10-12 11:49:13	162
2024-10-12 11:49:14	162
2024-10-12 11:49:15	161
2024-10-12 11:49:16	161
2024-10-12 11:49:17	161
2024-10-12 11:49:18	161
2024-10-12 11:49:19	162
2024-10-12 11:49:20	162
2024-10-12 11:49:21	162
2024-10-12 11:49:22	161
2024-10-12 11:49:23	161
2024-10-12 11:49:24	162
2024-10-12 11:49:25	162
2024-10-12 11:49:26	163
2024-10-12 11:49:27	163
2024-10-12 11:49:28	164
2024-10-12 11:49:29	165
2024-10-12 11:49:30	165
2024-10-12 11:49:31	165
2024-10-12 11:49:32	165
2024-10-12 11:49:33	165
2024-10-12 11:49:34	166
2024-10-12 11:49:35	166
2024-10-12 11:49:36	166
2024-10-12 11:49:37	166
2024-10-12 11:49:38	166
2024-10-12 11:49:39	166
2024-10-12 11:49:40	167
2024-10-12 11:49:41	167
2024-10-12 11:49:42	167
2024-10-12 11:49:43	167
2024-10-12 11:49:44	167
2024-10-12 11:49:45	167
2024-10-12 11:49:46	166
2024-10-12 11:49:47	166
2024-10-12 11:49:48	165
2024-10-12 11:49:49	165
2024-10-12 11:49:50	165
2024-10-12 11:49:51	165
2024-10-12 11:49:52	165
2024-10-12 11:49:53	165
2024-10-12 11:49:54	165
2024-10-12 11:49:55	165
2024-10-12 11:49:56	165
2024-10-12 11:49:57	164
2024-10-12 11:49:58	164
2024-10-12 11:49:59	164
2024-10-12 11:50:00	164
2024-10-12 11:50:01	164
2024-10-12 11:50:02	164
2024-10-12 11:50:03	164
2024-10-12 11:50:04	164
2024-10-12 11:50:05	164
2024-10-12 11:50:06	165
2024-10-12 11:50:07	166
2024-10-12 11:50:08	166
2024-10-12 11:50:09	166
2024-10-12 11:50:10	166
2024-10-12 11:50:11	166
2024-10-12 11:50:12	166
2024-10-12 11:50:13	166
2024-10-12 11:50:14	166
2024-10-12 11:50:15	166
2024-10-12 11:50:16	166
2024-10-12 11:50:17	166
2024-10-12 11:50:18	167
2024-10-12 11:50:19	167
2024-10-12 11:50:20	168
2024-10-12 11:50:21	168
2024-10-12 11:50:22	168
2024-10-12 11:50:23	169
2024-10-12 11:50:24	169
2024-10-12 11:50:25	169
2024-10-12 11:50:26	168
2024-10-12 11:50:27	168
2024-10-12 11:50:28	168
2024-10-12 11:50:29	167
2024-10-12 11:50:30	167
2024-10-12 11:50:31	165
2024-10-12 11:50:32	164
2024-10-12 11:50:33	163
2024-10-12 11:50:34	164
